"date","geography","geography code","Industry: All categories: Industry; Age: All categories: Age 16 and over; measures: Value","Industry: All categories: Industry; Age: Age 16 to 24; measures: Value","Industry: All categories: Industry; Age: Age 25 to 34; measures: Value","Industry: All categories: Industry; Age: Age 35 to 49; measures: Value","Industry: All categories: Industry; Age: Age 50 to 64; measures: Value","Industry: All categories: Industry; Age: Age 65 and over; measures: Value","Industry: A, B, D, E Agriculture, energy and water; Age: All categories: Age 16 and over; measures: Value","Industry: A, B, D, E Agriculture, energy and water; Age: Age 16 to 24; measures: Value","Industry: A, B, D, E Agriculture, energy and water; Age: Age 25 to 34; measures: Value","Industry: A, B, D, E Agriculture, energy and water; Age: Age 35 to 49; measures: Value","Industry: A, B, D, E Agriculture, energy and water; Age: Age 50 to 64; measures: Value","Industry: A, B, D, E Agriculture, energy and water; Age: Age 65 and over; measures: Value","Industry: C Manufacturing; Age: All categories: Age 16 and over; measures: Value","Industry: C Manufacturing; Age: Age 16 to 24; measures: Value","Industry: C Manufacturing; Age: Age 25 to 34; measures: Value","Industry: C Manufacturing; Age: Age 35 to 49; measures: Value","Industry: C Manufacturing; Age: Age 50 to 64; measures: Value","Industry: C Manufacturing; Age: Age 65 and over; measures: Value","Industry: F Construction; Age: All categories: Age 16 and over; measures: Value","Industry: F Construction; Age: Age 16 to 24; measures: Value","Industry: F Construction; Age: Age 25 to 34; measures: Value","Industry: F Construction; Age: Age 35 to 49; measures: Value","Industry: F Construction; Age: Age 50 to 64; measures: Value","Industry: F Construction; Age: Age 65 and over; measures: Value","Industry: G, I Distribution, hotels and restaurants; Age: All categories: Age 16 and over; measures: Value","Industry: G, I Distribution, hotels and restaurants; Age: Age 16 to 24; measures: Value","Industry: G, I Distribution, hotels and restaurants; Age: Age 25 to 34; measures: Value","Industry: G, I Distribution, hotels and restaurants; Age: Age 35 to 49; measures: Value","Industry: G, I Distribution, hotels and restaurants; Age: Age 50 to 64; measures: Value","Industry: G, I Distribution, hotels and restaurants; Age: Age 65 and over; measures: Value","Industry: H, J Transport and communication; Age: All categories: Age 16 and over; measures: Value","Industry: H, J Transport and communication; Age: Age 16 to 24; measures: Value","Industry: H, J Transport and communication; Age: Age 25 to 34; measures: Value","Industry: H, J Transport and communication; Age: Age 35 to 49; measures: Value","Industry: H, J Transport and communication; Age: Age 50 to 64; measures: Value","Industry: H, J Transport and communication; Age: Age 65 and over; measures: Value","Industry: K, L, M, N Financial, Real Estate, Professional and Administrative activities; Age: All categories: Age 16 and over; measures: Value","Industry: K, L, M, N Financial, Real Estate, Professional and Administrative activities; Age: Age 16 to 24; measures: Value","Industry: K, L, M, N Financial, Real Estate, Professional and Administrative activities; Age: Age 25 to 34; measures: Value","Industry: K, L, M, N Financial, Real Estate, Professional and Administrative activities; Age: Age 35 to 49; measures: Value","Industry: K, L, M, N Financial, Real Estate, Professional and Administrative activities; Age: Age 50 to 64; measures: Value","Industry: K, L, M, N Financial, Real Estate, Professional and Administrative activities; Age: Age 65 and over; measures: Value","Industry: O, P, Q Public administration, education and health; Age: All categories: Age 16 and over; measures: Value","Industry: O, P, Q Public administration, education and health; Age: Age 16 to 24; measures: Value","Industry: O, P, Q Public administration, education and health; Age: Age 25 to 34; measures: Value","Industry: O, P, Q Public administration, education and health; Age: Age 35 to 49; measures: Value","Industry: O, P, Q Public administration, education and health; Age: Age 50 to 64; measures: Value","Industry: O, P, Q Public administration, education and health; Age: Age 65 and over; measures: Value","Industry: R, S, T, U Other; Age: All categories: Age 16 and over; measures: Value","Industry: R, S, T, U Other; Age: Age 16 to 24; measures: Value","Industry: R, S, T, U Other; Age: Age 25 to 34; measures: Value","Industry: R, S, T, U Other; Age: Age 35 to 49; measures: Value","Industry: R, S, T, U Other; Age: Age 50 to 64; measures: Value","Industry: R, S, T, U Other; Age: Age 65 and over; measures: Value"
"2011","E00015335","E00015335",342,55,184,74,26,3,0,0,0,0,0,0,8,0,4,3,1,0,10,0,5,5,0,0,44,10,21,6,6,1,37,5,22,9,1,0,171,28,97,37,9,0,48,7,24,9,6,2,24,5,11,5,3,0
"2011","E00015337","E00015337",174,11,80,55,22,6,0,0,0,0,0,0,7,0,0,1,4,2,1,0,1,0,0,0,22,2,10,7,2,1,27,2,9,10,4,2,77,7,43,22,5,0,24,0,13,8,2,1,16,0,4,7,5,0
"2011","E00015301","E00015301",193,26,104,41,20,2,3,0,0,3,0,0,4,1,2,0,1,0,14,0,6,3,4,1,24,5,14,5,0,0,22,0,16,6,0,0,69,14,40,12,3,0,49,4,22,11,12,0,8,2,4,1,0,1
"2011","E00015309","E00015309",196,35,108,33,13,7,0,0,0,0,0,0,3,1,1,1,0,0,9,1,4,2,2,0,27,4,16,4,3,0,28,2,15,8,2,1,81,14,54,11,1,1,39,11,15,6,4,3,9,2,3,1,1,2
"2011","E00015311","E00015311",222,30,143,40,5,4,1,0,0,1,0,0,5,0,5,0,0,0,8,0,5,1,0,2,34,8,18,5,2,1,25,1,20,3,1,0,91,14,58,17,2,0,41,5,25,10,0,1,17,2,12,3,0,0
"2011","E00015316","E00015316",273,43,136,63,23,8,2,0,1,1,0,0,5,0,2,3,0,0,9,1,4,2,2,0,27,6,8,8,2,3,39,6,20,9,4,0,127,20,77,19,7,4,52,8,21,18,5,0,12,2,3,3,3,1
"2011","E00015321","E00015321",261,43,139,54,20,5,2,0,2,0,0,0,5,0,3,1,1,0,7,0,3,4,0,0,33,9,18,3,2,1,29,6,11,11,1,0,116,14,71,24,6,1,54,8,29,6,9,2,15,6,2,5,1,1
"2011","E00015293","E00015293",229,21,139,51,17,1,1,0,1,0,0,0,9,0,7,1,0,1,4,0,3,1,0,0,28,3,14,10,1,0,34,3,20,9,2,0,98,12,61,18,7,0,43,2,31,6,4,0,12,1,2,6,3,0
"2011","E00015297","E00015297",150,29,48,45,27,1,1,0,1,0,0,0,1,0,1,0,0,0,6,0,4,1,1,0,24,8,3,7,6,0,21,5,4,9,3,0,55,10,23,16,6,0,32,5,9,9,8,1,10,1,3,3,3,0
"2011","E00015300","E00015300",164,6,71,58,26,3,2,0,0,2,0,0,1,0,0,0,1,0,4,1,1,1,0,1,23,0,10,9,4,0,21,0,6,10,4,1,74,3,42,23,5,1,23,1,7,7,8,0,16,1,5,6,4,0
"2011","E00015303","E00015303",181,20,93,50,15,3,2,0,1,0,0,1,3,0,3,0,0,0,11,1,3,4,3,0,20,5,9,5,1,0,26,2,14,8,2,0,74,6,47,18,2,1,31,2,13,12,4,0,14,4,3,3,3,1
"2011","E00015305","E00015305",168,25,68,57,17,1,0,0,0,0,0,0,6,1,3,2,0,0,9,0,2,6,1,0,29,9,7,11,2,0,22,2,9,7,4,0,67,9,40,15,3,0,28,2,4,14,7,1,7,2,3,2,0,0
"2011","E00015306","E00015306",86,7,32,31,15,1,0,0,0,0,0,0,1,1,0,0,0,0,4,0,1,3,0,0,20,1,5,10,4,0,8,0,4,4,0,0,32,5,18,8,1,0,14,0,1,6,6,1,7,0,3,0,4,0
"2011","E00015582","E00015582",247,46,144,44,9,4,3,0,3,0,0,0,7,1,5,0,0,1,9,1,2,5,0,1,54,13,26,13,0,2,26,2,17,5,2,0,88,20,54,12,2,0,46,6,28,7,5,0,14,3,9,2,0,0
"2011","E00015615","E00015615",230,40,108,58,24,0,0,0,0,0,0,0,3,0,0,1,2,0,11,3,6,2,0,0,33,8,12,11,2,0,34,2,14,12,6,0,92,18,52,17,5,0,46,7,18,14,7,0,11,2,6,1,2,0
"2011","E00015616","E00015616",266,42,129,79,16,0,0,0,0,0,0,0,3,0,3,0,0,0,13,2,3,7,1,0,42,9,18,12,3,0,35,3,20,10,2,0,96,19,53,22,2,0,58,5,26,20,7,0,19,4,6,8,1,0
"2011","E00015618","E00015618",208,32,93,57,23,3,3,1,0,0,2,0,4,0,2,2,0,0,6,1,2,1,1,1,32,5,14,9,4,0,19,4,7,8,0,0,82,13,46,17,6,0,39,4,14,12,8,1,23,4,8,8,2,1
"2011","E00015619","E00015619",245,39,124,53,27,2,0,0,0,0,0,0,3,0,1,1,1,0,9,1,5,2,1,0,28,6,15,6,1,0,34,3,16,9,6,0,119,27,63,20,8,1,39,1,20,12,5,1,13,1,4,3,5,0
"2011","E00171519","E00171519",209,49,121,29,8,2,4,0,3,0,1,0,6,2,2,1,1,0,7,2,3,2,0,0,26,3,17,4,0,2,25,5,17,2,1,0,82,24,50,7,1,0,39,5,23,8,3,0,20,8,6,5,1,0
"2011","E00171551","E00171551",211,12,148,43,6,2,3,0,3,0,0,0,2,0,0,2,0,0,3,0,1,2,0,0,21,3,15,3,0,0,23,1,17,5,0,0,106,5,77,20,3,1,43,2,29,10,2,0,10,1,6,1,1,1
"2011","E00015576","E00015576",282,62,114,82,21,3,1,0,1,0,0,0,8,2,3,2,1,0,7,1,2,4,0,0,37,13,12,10,2,0,36,6,15,11,3,1,126,32,58,28,8,0,52,4,20,22,5,1,15,4,3,5,2,1
"2011","E00015602","E00015602",227,33,109,50,30,5,2,0,1,1,0,0,7,1,2,1,3,0,5,0,3,0,2,0,38,5,24,6,2,1,23,5,8,4,6,0,92,18,43,22,8,1,45,4,21,12,5,3,15,0,7,4,4,0
"2011","E00015604","E00015604",207,19,95,67,22,4,1,0,1,0,0,0,6,0,1,2,2,1,5,1,1,2,1,0,25,3,10,7,4,1,24,1,11,11,1,0,85,5,48,22,9,1,44,6,15,19,4,0,17,3,8,4,1,1
"2011","E00015607","E00015607",180,21,53,64,40,2,1,0,0,0,1,0,5,0,1,3,1,0,17,1,6,1,8,1,41,8,7,14,12,0,16,2,4,8,2,0,56,5,21,22,7,1,31,2,11,12,6,0,13,3,3,4,3,0
"2011","E00015608","E00015608",240,27,118,57,33,5,2,0,1,0,1,0,4,1,1,2,0,0,10,0,4,4,2,0,31,5,16,5,3,2,25,3,11,11,0,0,100,9,62,14,14,1,54,7,19,17,9,2,14,2,4,4,4,0
"2011","E00015298","E00015298",192,39,97,34,19,3,0,0,0,0,0,0,5,0,4,0,1,0,9,1,4,1,3,0,38,10,15,6,5,2,25,5,10,9,0,1,73,14,47,6,6,0,30,6,11,11,2,0,12,3,6,1,2,0
"2011","E00015302","E00015302",79,13,22,20,19,5,0,0,0,0,0,0,2,1,0,0,1,0,4,0,0,2,2,0,26,5,7,9,3,2,8,2,3,2,1,0,16,4,6,1,4,1,19,1,4,5,7,2,4,0,2,1,1,0
"2011","E00015336","E00015336",149,25,65,35,20,4,2,0,1,1,0,0,3,0,3,0,0,0,8,2,2,1,3,0,32,4,15,8,4,1,15,2,2,6,5,0,57,12,27,13,4,1,20,4,7,4,4,1,12,1,8,2,0,1
"2011","E00015339","E00015339",184,43,67,52,20,2,1,1,0,0,0,0,7,1,2,2,2,0,9,0,2,2,4,1,35,5,19,9,1,1,20,7,8,4,1,0,58,17,20,16,5,0,40,11,9,13,7,0,14,1,7,6,0,0
"2011","E00015340","E00015340",143,23,62,35,23,0,2,0,2,0,0,0,4,0,2,2,0,0,7,1,5,1,0,0,25,5,11,6,3,0,13,2,3,3,5,0,53,9,25,12,7,0,32,5,11,8,8,0,7,1,3,3,0,0
"2011","E00015295","E00015295",168,18,70,54,25,1,1,0,0,1,0,0,5,2,0,3,0,0,5,0,2,1,2,0,16,0,7,7,2,0,27,3,9,9,5,1,75,6,39,22,8,0,30,6,9,10,5,0,9,1,4,1,3,0
"2011","E00015296","E00015296",200,23,109,46,20,2,2,0,2,0,0,0,4,0,3,1,0,0,7,0,3,2,2,0,20,6,11,2,1,0,34,4,17,8,5,0,82,10,50,19,3,0,38,3,15,12,6,2,13,0,8,2,3,0
"2011","E00015299","E00015299",155,14,64,48,24,5,2,0,1,1,0,0,2,0,1,1,0,0,5,1,2,0,2,0,19,6,4,8,1,0,11,0,3,6,1,1,72,4,38,19,9,2,34,1,14,11,7,1,10,2,1,2,4,1
"2011","E00015304","E00015304",165,11,74,51,25,4,0,0,0,0,0,0,2,0,1,1,0,0,9,0,6,0,3,0,21,2,12,6,1,0,28,2,13,9,2,2,62,4,31,19,6,2,33,1,6,15,11,0,10,2,5,1,2,0
"2011","E00015313","E00015313",141,9,74,44,12,2,1,0,1,0,0,0,4,1,2,1,0,0,1,0,1,0,0,0,8,1,3,3,0,1,20,0,10,5,5,0,70,5,34,26,5,0,31,1,19,9,2,0,6,1,4,0,0,1
"2011","E00015338","E00015338",218,26,102,66,23,1,1,0,1,0,0,0,1,0,0,0,0,1,9,0,4,5,0,0,27,5,10,7,5,0,34,0,14,17,3,0,100,17,51,25,7,0,41,4,21,11,5,0,5,0,1,1,3,0
"2011","E00015307","E00015307",186,14,82,57,29,4,1,1,0,0,0,0,2,1,0,1,0,0,6,0,3,3,0,0,16,1,10,3,2,0,19,1,9,8,1,0,96,8,49,29,9,1,32,2,10,8,10,2,14,0,1,5,7,1
"2011","E00015315","E00015315",200,14,108,48,26,4,4,0,2,2,0,0,3,1,0,2,0,0,9,0,3,3,2,1,16,1,10,2,2,1,33,2,17,8,5,1,85,5,56,19,5,0,33,4,15,8,6,0,17,1,5,4,6,1
"2011","E00015317","E00015317",189,16,82,57,32,2,1,0,0,1,0,0,6,0,1,4,1,0,6,0,3,1,2,0,20,4,10,6,0,0,27,3,14,4,6,0,79,5,34,29,11,0,36,4,16,5,9,2,14,0,4,7,3,0
"2011","E00015319","E00015319",176,11,90,51,22,2,1,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,20,3,10,4,2,1,19,2,8,5,4,0,83,2,47,25,9,0,38,1,17,14,6,0,12,2,7,1,1,1
"2011","E00015324","E00015324",275,17,178,65,14,1,4,0,2,2,0,0,4,0,4,0,0,0,9,0,7,0,2,0,28,0,21,6,1,0,38,4,20,13,1,0,145,11,97,32,4,1,38,2,20,10,6,0,9,0,7,2,0,0
"2011","E00171520","E00171520",217,30,103,55,25,4,4,1,2,1,0,0,5,0,0,3,2,0,5,1,1,2,1,0,19,2,8,2,5,2,32,2,17,8,5,0,107,21,50,32,4,0,32,2,19,4,5,2,13,1,6,3,3,0
"2011","E00171550","E00171550",208,15,148,38,6,1,4,0,2,2,0,0,1,0,1,0,0,0,4,0,2,1,1,0,17,1,12,2,2,0,36,4,26,5,1,0,86,6,68,12,0,0,40,1,27,9,2,1,20,3,10,7,0,0
"2011","E00015294","E00015294",166,17,73,58,16,2,0,0,0,0,0,0,2,0,0,1,1,0,3,0,3,0,0,0,21,5,9,5,1,1,22,1,9,7,5,0,77,6,34,33,4,0,31,5,13,8,4,1,10,0,5,4,1,0
"2011","E00015308","E00015308",197,33,93,52,17,2,0,0,0,0,0,0,7,0,5,2,0,0,12,0,5,5,2,0,29,6,11,9,3,0,18,1,12,4,1,0,68,15,35,14,4,0,45,7,16,17,4,1,18,4,9,1,3,1
"2011","E00015312","E00015312",172,18,82,45,23,4,0,0,0,0,0,0,4,0,2,0,2,0,4,0,1,3,0,0,22,4,12,6,0,0,21,1,7,6,7,0,78,9,40,19,9,1,32,2,14,10,4,2,11,2,6,1,1,1
"2011","E00015318","E00015318",145,25,50,38,24,8,0,0,0,0,0,0,5,2,2,0,0,1,4,1,2,1,0,0,13,1,4,7,0,1,13,2,4,4,1,2,60,7,28,14,10,1,40,11,7,10,11,1,10,1,3,2,2,2
"2011","E00015325","E00015325",136,9,63,38,20,6,0,0,0,0,0,0,3,0,3,0,0,0,2,0,2,0,0,0,13,4,5,1,3,0,16,0,8,4,3,1,50,2,29,12,6,1,40,2,11,19,7,1,12,1,5,2,1,3
"2011","E00015314","E00015314",180,42,86,34,15,3,1,0,0,0,1,0,3,1,1,0,1,0,5,1,1,0,3,0,37,7,17,11,1,1,22,6,11,2,2,1,71,14,44,10,3,0,29,9,10,6,3,1,12,4,2,5,1,0
"2011","E00015322","E00015322",118,26,43,30,18,1,0,0,0,0,0,0,3,1,1,1,0,0,5,1,1,3,0,0,16,2,6,4,4,0,18,2,7,7,2,0,46,14,16,12,4,0,20,1,9,2,7,1,10,5,3,1,1,0
"2011","E00015323","E00015323",143,28,63,37,14,1,1,0,1,0,0,0,5,0,3,1,1,0,1,1,0,0,0,0,37,9,15,12,1,0,16,5,3,5,2,1,46,11,28,7,0,0,29,1,11,11,6,0,8,1,2,1,4,0
"2011","E00015326","E00015326",113,11,59,31,10,2,0,0,0,0,0,0,1,0,0,0,1,0,5,0,4,1,0,0,13,5,5,1,2,0,22,1,10,10,1,0,34,2,23,8,1,0,27,2,12,9,2,2,11,1,5,2,3,0
"2011","E00015329","E00015329",100,5,42,43,9,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,0,11,1,6,3,1,0,14,0,4,8,2,0,55,3,26,23,3,0,12,1,3,6,2,0,5,0,1,2,1,1
"2011","E00015487","E00015487",203,16,74,93,17,3,0,0,0,0,0,0,2,1,0,1,0,0,6,0,0,2,4,0,25,3,7,13,2,0,37,5,16,16,0,0,56,5,16,29,5,1,42,1,21,15,4,1,35,1,14,17,2,1
"2011","E00015514","E00015514",142,10,41,46,40,5,0,0,0,0,0,0,2,0,0,1,1,0,6,0,1,2,2,1,20,1,5,8,6,0,11,1,4,4,2,0,49,3,18,14,13,1,43,3,9,14,15,2,11,2,4,3,1,1
"2011","E00015517","E00015517",206,14,37,93,52,10,0,0,0,0,0,0,8,0,1,2,4,1,10,0,1,4,3,2,9,2,2,3,2,0,19,1,1,13,4,0,76,5,16,41,11,3,67,3,12,25,24,3,17,3,4,5,4,1
"2011","E00015519","E00015519",154,10,29,69,40,6,0,0,0,0,0,0,2,0,0,2,0,0,4,0,1,1,1,1,10,1,4,1,3,1,14,1,3,7,3,0,69,3,16,34,15,1,44,2,3,19,17,3,11,3,2,5,1,0
"2011","E00015522","E00015522",267,12,105,100,42,8,1,0,0,0,1,0,6,0,3,1,1,1,12,0,8,3,0,1,22,0,8,11,2,1,40,2,13,19,5,1,83,2,39,26,14,2,75,5,25,28,15,2,28,3,9,12,4,0
"2011","E00015485","E00015485",199,30,81,71,17,0,0,0,0,0,0,0,5,2,3,0,0,0,8,0,5,3,0,0,53,15,17,15,6,0,27,5,9,12,1,0,48,5,22,17,4,0,45,2,17,21,5,0,13,1,8,3,1,0
"2011","E00015486","E00015486",116,15,30,48,20,3,0,0,0,0,0,0,5,1,0,1,3,0,1,0,0,1,0,0,17,6,4,6,1,0,10,1,1,5,2,1,35,3,13,11,6,2,43,3,11,24,5,0,5,1,1,0,3,0
"2011","E00015515","E00015515",161,7,72,61,19,2,1,1,0,0,0,0,2,0,1,0,1,0,8,0,3,4,1,0,26,4,10,9,3,0,18,0,9,6,2,1,35,0,19,13,3,0,59,2,23,26,7,1,12,0,7,3,2,0
"2011","E00015516","E00015516",142,13,45,62,20,2,0,0,0,0,0,0,1,0,0,1,0,0,8,2,1,3,2,0,17,2,6,8,1,0,22,3,5,12,2,0,44,2,13,22,6,1,39,3,15,13,7,1,11,1,5,3,2,0
"2011","E00015518","E00015518",231,15,73,91,46,6,0,0,0,0,0,0,5,1,2,1,1,0,6,0,1,2,3,0,39,4,8,21,5,1,23,0,7,12,4,0,64,4,27,26,5,2,72,3,22,23,21,3,22,3,6,6,7,0
"2011","E00015495","E00015495",228,42,72,89,24,1,0,0,0,0,0,0,2,1,1,0,0,0,12,2,1,9,0,0,40,19,12,7,2,0,22,5,4,11,2,0,47,8,22,7,10,0,92,6,26,49,10,1,13,1,6,6,0,0
"2011","E00015498","E00015498",119,7,43,58,10,1,0,0,0,0,0,0,5,0,1,3,1,0,8,1,4,3,0,0,25,3,11,7,4,0,11,0,5,6,0,0,27,2,6,15,4,0,38,1,14,21,1,1,5,0,2,3,0,0
"2011","E00015500","E00015500",203,25,102,59,16,1,0,0,0,0,0,0,6,0,1,4,1,0,5,0,1,3,1,0,50,13,22,14,1,0,6,0,5,1,0,0,41,3,21,13,4,0,77,7,43,19,7,1,18,2,9,5,2,0
"2011","E00015501","E00015501",212,39,96,69,8,0,1,1,0,0,0,0,4,1,1,1,1,0,1,0,0,1,0,0,40,12,16,10,2,0,20,1,9,10,0,0,65,15,34,15,1,0,64,9,25,26,4,0,17,0,11,6,0,0
"2011","E00015505","E00015505",249,32,85,87,42,3,0,0,0,0,0,0,5,1,1,2,1,0,13,1,4,8,0,0,41,11,13,9,8,0,31,6,13,7,5,0,61,7,20,28,5,1,70,3,26,25,14,2,28,3,8,8,9,0
"2011","E00015506","E00015506",170,26,74,53,15,2,1,0,0,1,0,0,4,2,1,1,0,0,4,0,0,3,1,0,22,5,11,3,3,0,21,3,6,12,0,0,50,7,27,10,6,0,48,7,17,18,4,2,20,2,12,5,1,0
"2011","E00015484","E00015484",230,38,97,65,26,4,0,0,0,0,0,0,2,0,1,0,1,0,7,1,3,3,0,0,74,21,26,18,7,2,23,1,8,10,4,0,62,9,33,14,4,2,44,2,16,19,7,0,18,4,10,1,3,0
"2011","E00015503","E00015503",190,21,89,64,14,2,1,0,1,0,0,0,2,0,1,0,1,0,14,0,10,4,0,0,43,8,17,14,4,0,25,1,11,13,0,0,45,5,23,15,1,1,43,5,19,11,7,1,17,2,7,7,1,0
"2011","E00015504","E00015504",170,14,52,80,22,2,3,0,2,1,0,0,7,0,2,5,0,0,4,0,1,3,0,0,20,4,4,10,2,0,24,3,8,11,1,1,34,3,11,14,6,0,68,4,19,34,10,1,10,0,5,2,3,0
"2011","E00015508","E00015508",261,43,94,98,23,3,2,0,0,1,0,1,3,0,0,3,0,0,8,1,4,3,0,0,57,20,15,14,6,2,27,3,11,11,2,0,67,8,26,28,5,0,74,4,29,31,10,0,23,7,9,7,0,0
"2011","E00015510","E00015510",224,22,79,90,27,6,0,0,0,0,0,0,2,0,1,1,0,0,6,0,1,2,3,0,27,7,8,10,2,0,49,5,19,21,3,1,69,7,24,31,6,1,57,3,19,21,11,3,14,0,7,4,2,1
"2011","E00015507","E00015507",194,14,38,93,47,2,0,0,0,0,0,0,3,0,0,2,0,1,4,0,1,2,1,0,24,8,7,7,1,1,28,0,7,15,6,0,60,4,13,32,11,0,61,1,7,29,24,0,14,1,3,6,4,0
"2011","E00015509","E00015509",216,13,58,99,40,6,0,0,0,0,0,0,3,0,0,1,2,0,7,0,0,3,2,2,31,4,12,10,3,2,23,2,8,11,2,0,58,0,15,34,8,1,67,5,16,27,19,0,27,2,7,13,4,1
"2011","E00015511","E00015511",169,7,76,42,37,7,0,0,0,0,0,0,3,0,1,1,1,0,9,1,5,2,0,1,36,3,14,10,8,1,8,0,4,2,2,0,50,1,27,12,9,1,48,0,17,12,16,3,15,2,8,3,1,1
"2011","E00015512","E00015512",160,14,49,64,33,0,1,0,0,0,1,0,2,0,0,2,0,0,5,0,2,2,1,0,20,6,7,5,2,0,16,1,5,8,2,0,47,4,12,21,10,0,54,3,19,18,14,0,15,0,4,8,3,0
"2011","E00015513","E00015513",179,12,53,62,42,10,2,0,0,0,2,0,1,0,0,1,0,0,2,0,1,1,0,0,30,6,10,5,5,4,19,0,5,9,3,2,47,0,14,20,11,2,58,1,15,23,17,2,20,5,8,3,4,0
"2011","E00015209","E00015209",263,41,123,72,24,3,1,0,0,1,0,0,6,0,2,3,0,1,13,1,5,6,1,0,25,11,7,5,2,0,35,2,23,8,2,0,89,16,42,24,6,1,71,6,34,19,11,1,23,5,10,6,2,0
"2011","E00015210","E00015210",180,27,87,46,18,2,1,0,0,1,0,0,0,0,0,0,0,0,5,1,2,0,2,0,20,4,13,2,1,0,20,0,9,10,1,0,73,14,36,20,3,0,51,6,23,13,7,2,10,2,4,0,4,0
"2011","E00015212","E00015212",172,33,88,36,14,1,1,0,1,0,0,0,4,0,3,1,0,0,10,1,3,3,3,0,15,2,9,1,3,0,31,5,19,6,1,0,72,19,37,15,1,0,28,6,11,8,3,0,11,0,5,2,3,1
"2011","E00015217","E00015217",229,32,115,62,20,0,0,0,0,0,0,0,9,1,6,2,0,0,13,2,4,3,4,0,31,4,13,10,4,0,31,4,18,9,0,0,82,13,50,17,2,0,51,6,18,18,9,0,12,2,6,3,1,0
"2011","E00015219","E00015219",397,70,204,96,24,3,0,0,0,0,0,0,13,0,10,3,0,0,11,0,6,3,2,0,46,9,22,11,3,1,48,10,24,11,3,0,170,32,94,41,3,0,80,16,34,20,10,0,29,3,14,7,3,2
"2011","E00015221","E00015221",214,45,94,55,17,3,2,1,1,0,0,0,6,1,3,1,1,0,8,4,3,1,0,0,27,12,4,6,5,0,28,6,14,8,0,0,72,15,37,17,2,1,54,6,24,14,8,2,17,0,8,8,1,0
"2011","E00015390","E00015390",224,35,122,45,16,6,1,0,1,0,0,0,2,1,1,0,0,0,9,2,3,2,2,0,21,6,8,4,2,1,47,4,22,13,4,4,82,18,49,13,1,1,43,3,24,10,6,0,19,1,14,3,1,0
"2011","E00015410","E00015410",261,47,130,64,20,0,3,1,0,2,0,0,4,1,2,1,0,0,6,0,1,5,0,0,39,5,21,10,3,0,37,10,18,5,4,0,99,19,51,22,7,0,53,9,30,12,2,0,20,2,7,7,4,0
"2011","E00015411","E00015411",226,32,117,59,16,2,0,0,0,0,0,0,4,2,1,1,0,0,17,3,4,7,3,0,25,4,14,6,1,0,35,3,15,14,2,1,76,9,52,12,2,1,51,10,21,12,8,0,18,1,10,7,0,0
"2011","E00015412","E00015412",271,23,146,75,23,4,1,0,0,1,0,0,3,0,2,1,0,0,10,0,6,3,1,0,27,5,14,6,2,0,34,3,13,17,1,0,106,11,68,20,4,3,71,2,34,23,12,0,19,2,9,4,3,1
"2011","E00015419","E00015419",252,25,165,53,7,2,1,0,0,0,1,0,3,0,1,2,0,0,4,1,1,1,1,0,36,2,25,8,1,0,26,3,15,7,1,0,120,17,84,19,0,0,44,1,29,10,3,1,18,1,10,6,0,1
"2011","E00015415","E00015415",287,53,160,57,14,3,1,0,1,0,0,0,7,1,5,1,0,0,7,0,5,2,0,0,37,8,21,4,3,1,36,7,20,8,1,0,116,24,64,21,6,1,67,9,34,19,4,1,16,4,10,2,0,0
"2011","E00015416","E00015416",308,58,187,49,12,2,1,1,0,0,0,0,8,1,4,2,0,1,5,2,2,0,1,0,31,9,14,6,2,0,35,4,23,6,2,0,158,28,104,22,3,1,61,10,36,11,4,0,9,3,4,2,0,0
"2011","E00015418","E00015418",288,56,180,42,9,1,0,0,0,0,0,0,5,1,1,3,0,0,3,0,1,1,1,0,28,4,18,5,1,0,45,3,32,9,1,0,143,35,90,15,3,0,42,9,24,7,2,0,22,4,14,2,1,1
"2011","E00015420","E00015420",280,40,176,53,11,0,1,0,0,1,0,0,8,0,4,4,0,0,6,1,3,0,2,0,29,10,16,2,1,0,33,7,17,8,1,0,151,17,108,23,3,0,37,3,20,10,4,0,15,2,8,5,0,0
"2011","E00015428","E00015428",297,48,185,59,5,0,1,0,1,0,0,0,6,0,5,1,0,0,9,1,5,3,0,0,32,5,19,6,2,0,39,1,25,13,0,0,146,30,97,19,0,0,48,11,23,11,3,0,16,0,10,6,0,0
"2011","E00015423","E00015423",308,55,184,52,14,3,2,0,2,0,0,0,8,2,2,3,1,0,8,1,4,2,1,0,35,7,22,6,0,0,32,1,21,8,2,0,139,33,82,18,3,3,72,9,45,12,6,0,12,2,6,3,1,0
"2011","E00015425","E00015425",352,57,210,69,15,1,3,1,1,1,0,0,2,1,1,0,0,0,13,0,10,2,1,0,46,6,26,12,2,0,45,3,28,11,3,0,129,26,85,16,2,0,85,16,46,18,4,1,29,4,13,9,3,0
"2011","E00015426","E00015426",237,34,145,47,11,0,1,0,1,0,0,0,4,2,2,0,0,0,11,0,3,7,1,0,34,7,14,9,4,0,32,4,21,7,0,0,103,16,74,11,2,0,44,4,25,12,3,0,8,1,5,1,1,0
